,birth year,tripduration,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,avgduration
41,1961,871.5232437,910.5919624,862.9302791,779.1643277,785.2903017,751.6744863,726.2162097,760.9972535,706.9210617,779.928313,801.9099612,811.1208451,808.8782474,843.2301361,831.3879035,773.2195146,781.7617011,750.8312325,668.6628944,674.4441687,670.2472222,778.1284587,820.3501538,823.3252346,835.2052255,863.9394759,959.6605839,998.5667973,868.7538736,819.6469938,766.4203569,865.5779242,982.5265676,870.6875513,906.5415321,865.616748,835.3623402,805.5361263,851.1762829,853.907564,805.1643889,799.0960127,744.7743775,698.7018861,746.8677739,781.7828364,828.4287273,887.7676349,827.0080853,903.5456947,886.4921587,844.0063559,762.0745047,772.1453825,605.3071002,568.6781895,806.8518244
42,1962,919.9209176,890.43254,864.5342201,794.0299964,745.3277709,693.6785433,690.5848589,1017.196737,701.3660005,781.9854698,808.6062702,818.1738659,802.6075864,798.4371236,849.3096919,804.6186186,781.6130296,746.000862,614.0168407,619.0846136,692.0015267,978.242206,1003.650554,772.2576437,1064.002102,842.0109677,972.9031704,913.24547,888.9955482,766.7288085,773.9131886,758.0394328,798.3185243,927.4254159,856.9422076,885.4742959,859.7120852,1061.188708,887.5474217,900.1160604,845.5700453,725.7920681,736.1774662,773.5597785,852.4602915,826.1481844,817.2381786,853.8226975,947.8177861,1064.039954,899.6367084,981.2732062,810.537326,711.0911772,1278.984289,536.2596783,839.3687452
43,1963,875.7180891,898.186594,848.8398234,794.4112668,740.8320263,754.5792933,707.7294749,894.4958814,700.1198409,770.758782,807.7486974,846.1000387,788.7288353,800.1584069,805.2996587,852.4695671,738.6210215,692.548726,652.7368421,654.6850602,687.6151354,726.9178753,789.4000135,798.3393613,796.0040403,936.0230397,899.0661259,995.6196261,841.2676899,864.8876078,884.75158,805.2785364,860.9986752,844.9120338,897.8531564,850.9922533,789.0523386,882.2654824,949.5023004,839.3577897,837.6186271,753.5054449,751.5156629,874.3143283,737.8803353,944.7476576,857.8240223,855.9199465,973.2992449,852.932131,849.4364207,864.4297864,825.9267033,755.9003403,572.8693993,554.1941871,811.1997647
44,1964,870.8129933,896.8898399,856.7806348,812.7089404,724.567959,731.6382706,784.7373637,948.7000549,709.7682548,772.7528371,789.9681802,826.6629135,779.2840829,783.6887774,802.871332,790.7633925,746.0933735,756.7715306,653.5001344,664.0877337,709.0038192,785.3152595,791.6515632,774.9856553,814.2923107,852.4216244,880.3477477,1030.169353,880.4200617,777.2905102,977.2567119,789.7835409,867.30898,939.126146,905.3877532,907.4694691,834.0993837,841.2579392,975.5893049,836.1634344,792.3491309,794.9348217,768.2746948,797.3174863,878.7809678,827.3318254,1156.463626,1085.956504,842.8901145,907.0446304,854.3749162,808.9119343,773.5921959,732.7245173,568.3504501,588.7281822,822.3288422
45,1965,885.0290111,877.5971557,853.7489245,794.5820703,718.2196399,732.9213415,705.4682997,926.0084894,697.9246373,771.1519325,796.3882213,824.461043,789.0109577,811.256337,786.1864418,806.69019,754.4861555,738.6544157,671.2196458,707.3203029,669.393914,725.5276476,823.749548,818.2106617,870.3190355,794.7386516,881.8588216,953.3420602,895.6534129,799.3769634,745.9044806,881.0532092,822.7389481,832.44358,982.9961311,849.3514677,843.3398785,1099.856525,827.5432816,818.5499925,875.404144,758.5058638,747.0208416,766.6872982,783.2133282,833.9694486,755.8951378,822.5160355,869.4784803,833.5898603,836.4141039,796.2326168,906.198798,731.9348121,525.3042442,552.3075042,803.1954632
46,1966,869.0278274,924.8518601,814.2087824,774.729163,765.0631651,775.4564663,737.5514115,722.8249462,709.5819472,749.9462414,798.8653908,793.248908,759.9535516,772.544763,775.6409854,812.9476582,764.0699959,704.9535443,619.5110701,637.666142,662.9811321,779.367757,792.664,753.0543015,798.2833044,898.5443472,921.2710836,893.5328018,807.9316484,841.0367837,730.4256875,746.8536681,941.1593893,859.2178675,859.3729629,864.4233458,840.8857207,859.657848,868.7977664,861.2169877,800.1107724,718.0103002,726.3009522,774.6825593,779.5204354,841.0618989,927.4356164,954.3393834,922.665989,854.4765957,832.8221649,806.4370221,820.6373712,795.5886307,536.4177422,583.6688267,795.3124729
47,1967,842.6589386,870.8349916,840.9663915,791.6247373,724.9361684,707.8950276,663.8455991,790.8634942,652.9051023,769.6790833,798.10083,827.6319459,767.9318168,782.0766464,781.9286569,761.0560395,718.3250048,703.2901995,612.9422103,605.4994646,880.3833094,733.8362919,816.5327513,787.1158977,782.0931793,816.6259908,850.6223071,895.4099279,929.0729578,808.4675024,746.6828161,886.2763715,855.5159982,904.5494534,905.0591169,808.3037169,886.1955672,809.6612497,885.9629351,813.6683024,814.279389,745.2651655,745.1293827,798.7103536,762.4629039,825.8315367,950.4618157,913.3257894,891.2389641,851.1006265,866.1342246,878.6572908,816.5641967,724.4554098,575.5394847,633.7581243,796.6061187
48,1968,875.2806736,846.3888111,826.0173658,774.8058634,717.0614169,733.1189402,712.9784435,805.4650779,660.9819005,730.8111453,808.7133449,776.1885013,770.0448967,786.0470536,789.1279215,768.3474262,785.4744729,709.2898829,680.3455514,684.4190498,680.9159924,792.9525835,799.3347735,776.8549737,779.6766768,809.0989874,924.9587072,947.8077941,834.9388629,778.1252985,832.8635675,918.9199857,798.4250914,920.0655861,874.9672435,838.9117891,862.7224301,838.8276122,866.0757793,834.7502223,781.5330377,766.1505217,969.030161,727.8702708,773.6427225,832.9279159,810.2549308,860.1121209,836.8356424,982.9051835,913.1605962,804.9076823,833.5362947,692.1541457,639.2374632,517.3625412,798.1021951
49,1969,855.2898488,853.4648623,849.4339463,766.8685868,736.6810719,748.2949254,726.2247425,792.0556137,669.8753842,739.4396749,788.2424334,792.4390168,788.2036484,792.5734639,795.7980594,803.1356817,727.3321544,764.0120757,633.5577589,650.6762503,668.5880829,805.9499717,874.3702366,774.0963282,825.8192443,840.1279076,919.4197815,1100.26392,929.0877542,772.8303004,727.2264525,801.8536319,837.9383372,955.2383763,851.9121382,843.9524496,888.5030527,860.6226203,828.4312262,821.8683653,825.9635632,717.7734628,815.3861096,750.130102,866.0408382,892.575872,826.6139637,827.8513292,892.9208452,834.0094503,858.0245103,928.6596703,748.0732241,1063.817023,561.9796725,574.0102987,806.884452
50,1970,847.3814387,886.5025254,827.1443966,752.6501404,747.2047553,712.826542,666.214539,863.3313021,694.955255,743.4705035,808.3727397,799.8475456,754.1612867,766.0298132,773.1271725,828.132588,719.5588882,720.1097949,624.0971421,627.3214774,642.6520231,937.9265887,779.0599726,745.5683877,792.6106898,795.5205479,877.0232215,968.8951589,854.6998951,756.4999353,741.3570283,737.5623874,744.1964411,843.0577436,846.1716097,816.846412,848.7268118,956.2689186,813.0641149,835.6334368,814.1592329,724.8699095,735.6637959,759.1647778,731.0233781,814.4332797,817.1921899,877.7153083,841.6307811,862.451572,876.6570382,825.1510212,792.4130235,705.4789653,554.3651298,595.4495632,782.5642882
51,1971,840.0191908,860.0150197,818.6934501,761.9694397,717.2083774,684.5877961,700.5534574,888.685362,659.8060755,757.0594098,752.556154,799.7709788,773.9147721,769.4101841,791.715773,791.9912965,731.5127447,672.0214021,627.924742,612.4431077,676.165814,771.0995014,805.8660434,766.6629373,776.1926412,812.2541155,919.5532236,890.2919257,865.9589143,820.1108524,701.2572551,773.5242582,807.1637201,934.1260048,796.3858483,830.8442686,782.8904474,800.1507741,840.2258557,838.6368569,839.1842063,700.1320206,730.5586469,805.538842,775.8789249,828.0653294,829.1572398,963.9997216,825.5720113,822.070056,840.9541733,842.9748831,819.2583847,695.6012826,581.9452549,623.3040884,781.168126
52,1972,846.6438462,830.7,816.3154199,758.3656155,703.2273205,720.8877207,712.1226985,885.9837153,672.2474375,718.7368615,763.9184083,779.8283905,766.9529166,781.3969967,840.4661039,810.9467974,728.1344322,775.998713,622.4968944,618.440085,725.9697194,769.5609451,825.6240617,797.8874912,786.7274676,788.1874783,967.8812497,950.4803671,873.1779998,785.5981331,750.3090771,720.0755809,993.0434215,817.364985,1007.221931,779.5819428,794.1902124,916.2791688,810.5001495,915.9532143,778.6653244,738.3847237,851.9857352,814.0281745,725.7439259,821.9701443,800.5370193,852.3255814,837.8106495,869.7042765,975.6855393,853.8752451,805.7232357,705.624315,617.4718301,1464.556471,811.4913779
53,1973,864.9068558,838.3518781,818.4873071,746.7351282,744.0484587,860.9464797,699.1560449,809.1337209,694.7794149,755.4133148,776.4673986,809.8375259,776.6333428,793.6935615,826.3813298,805.7957132,697.9443669,697.0579368,620.4242104,630.9504104,715.9501507,779.794767,762.5548276,754.9050889,822.1658593,809.9339223,865.3848991,913.6543073,869.3630472,1087.909289,810.101615,794.6945867,863.6971894,800.9693123,847.0445832,822.5376688,832.7885859,811.5494505,856.8656627,889.094184,785.3039942,725.2604947,698.3583921,722.2576148,719.0508317,1154.657839,847.9879503,802.7168762,872.5098399,858.7477061,860.4986816,874.4272182,806.4883661,711.2109309,455.3804894,662.8061989,795.2815504
54,1974,844.5755377,858.8456442,816.3287794,726.3661631,694.6174586,678.571735,665.0763517,885.746724,651.3104776,753.8902817,780.6041548,786.6653007,755.7596631,758.6449998,876.2156583,787.2004244,686.6269048,654.2652707,618.4333173,618.7150758,665.6145643,768.3562313,798.3376286,765.8623362,787.9259242,829.8246593,895.0554819,932.7046127,801.7438443,787.761292,890.5349061,736.0205885,853.4549716,789.1315966,890.6024898,788.8274679,812.9958626,887.1465505,843.6893137,840.94393,797.1216837,760.2209178,721.0100694,756.9165723,715.1607191,870.1084775,822.2935566,849.6536506,819.6915197,840.0837313,842.4125198,873.687865,793.3625899,733.3137887,670.5320845,721.4367702,783.0714409
55,1975,850.0550055,845.1684205,821.4796353,750.3868569,748.2186571,685.5323544,763.5399914,836.1505646,650.3758528,749.311737,756.0508777,807.285776,775.7362421,767.1265074,778.260648,1085.535532,721.6888906,675.1417903,614.3176749,615.0913293,651.9889618,791.8011651,829.2793614,812.9286336,752.5299889,816.2692465,854.4388303,885.2031876,858.308767,847.3194028,824.4812059,745.4168876,876.7864676,834.8553941,833.4660943,888.816269,823.5829888,957.2664441,865.3175401,808.5308657,820.8123258,741.3396148,716.4080204,713.2319936,756.7022836,807.0894832,818.6048425,860.3320889,843.0230571,1010.624176,818.692721,870.6934979,779.8579739,739.1068018,621.8214656,621.5732331,792.7670647
56,1976,853.615019,851.2201518,800.5592521,776.4125264,725.231709,674.6010929,659.1232714,953.7466846,662.2995233,743.4638418,787.9496311,772.6889243,761.4968855,782.5692817,798.5432958,769.2532448,715.4619112,667.1769039,619.1396787,599.6349284,667.1419624,751.0798691,788.5202748,779.4220598,806.52156,806.6808026,930.6168995,927.7554413,904.8640842,801.7722362,739.3487325,816.9080576,1008.927952,794.038053,851.4140987,848.870761,849.8059156,839.4343551,830.7707981,798.2839161,906.4810325,744.2919007,675.4501966,793.2291955,716.3503254,864.3118351,808.9082374,922.9672734,834.3745574,948.3017146,860.4742851,787.0987935,759.57324,807.7831426,664.7774159,704.9320953,791.3512648
57,1977,848.4444655,814.9468306,804.9496354,743.9387506,695.329892,719.414312,676.9259577,803.2731239,684.3068897,753.9367362,778.4447088,806.883325,759.9554797,764.8619287,819.290852,805.1650889,722.9717225,689.5045021,618.8472366,620.5590626,692.8631062,782.8067557,784.9506798,752.7739182,835.2009798,997.9090162,937.6604815,944.435956,813.1839843,745.6053806,755.055452,772.3803763,838.6271211,824.6777686,890.7538871,815.1861131,841.1018493,857.609344,812.9044966,912.8791862,861.0929151,693.0361439,739.7209853,877.9184754,727.6288537,801.1804908,801.4419222,837.3227763,911.8864568,853.617337,853.1988,818.6162721,779.8869847,714.9271864,715.5922636,730.5243823,790.3233678
58,1978,838.7581057,844.4102491,809.2281805,747.1245772,704.805736,702.5534572,661.5492987,809.3811607,656.9281605,756.1937802,784.1042647,798.0724963,752.3062725,775.4200949,786.2728208,763.318078,719.4651625,655.8826278,607.9706996,606.4811206,663.9296985,801.5647999,783.2755399,762.0302386,794.4973515,843.5020456,884.7224133,906.2166029,779.5504172,774.4949479,823.6192189,735.9769169,823.8587282,985.6440799,837.2441776,844.5942084,817.0016031,801.7404608,830.9644628,789.7165357,767.799903,698.5899531,715.0011395,805.9760448,760.0922323,838.5226731,824.9633765,822.9825901,831.6882228,857.4025382,834.1227602,795.3369241,766.7093559,692.3244815,778.4119371,781.3598149,779.2081203
59,1979,844.1245211,877.7410099,825.9084338,745.8724402,693.4895021,668.3395449,691.8588981,762.6743245,658.4939844,740.0455425,761.5369605,784.1049137,767.8073856,770.7502455,811.0573941,779.3434748,684.9795611,685.9909452,585.8943082,605.104568,694.9198094,813.0987238,779.9505371,769.3944816,778.9586197,797.3901153,878.868117,946.4418706,857.2986152,751.2781465,753.6882305,892.7492904,822.1280806,806.6315164,817.6728771,806.1883372,791.0130685,798.9115173,829.3340513,798.2851951,762.1174156,771.2027303,713.3359048,694.6803037,708.8105375,813.5205002,813.1297622,860.0395075,847.3908229,817.0364412,834.1705603,814.3226543,744.2284055,804.833343,675.1918995,789.7383585,774.8762197
60,1980,820.6961127,852.1633529,809.7107207,770.0214427,722.8030373,734.7067797,870.8144892,741.9586988,667.6010338,759.0765498,802.0877911,803.6036776,759.9172653,761.3834497,778.454508,767.4014031,822.2223254,684.2326429,607.4228994,604.4487125,657.378863,768.8846024,828.9203241,754.6606084,777.2904821,783.6709153,843.122242,907.7282074,861.4395791,758.4399361,672.410645,727.1796925,763.3113556,829.1434076,883.738223,898.1214199,844.2014217,849.3027827,825.2328956,866.9875714,874.3538012,761.3380316,725.070291,720.4140235,692.7848649,1141.920195,840.8125079,819.5761535,870.2876225,897.8913576,818.3845838,814.6593294,768.4474546,679.778682,879.7944845,683.9470729,789.8455808
61,1981,863.491019,859.5677323,800.7949911,753.1274849,811.0858438,706.2846135,616.4365745,902.3436245,649.5580096,747.8686911,792.3120225,793.953955,762.9188569,779.2206178,778.2291556,769.4433605,697.1464329,666.2384463,612.6440643,614.8317209,664.5741677,818.4548117,834.4082778,766.8648218,779.0086337,794.9093851,869.0346073,858.8338348,781.2509013,773.7858089,709.7867786,761.9355461,832.6673152,929.9192534,885.9236526,853.0520046,835.5661885,816.3637013,838.5732098,1010.795572,937.5819207,700.5720974,694.1989439,778.0092645,722.2077088,808.9669347,810.3646054,813.2388412,846.4458437,909.5755451,860.5061812,809.7262448,769.3337287,699.9834816,686.6847691,829.2615252,786.9618451
62,1982,854.3363365,820.5647518,814.6825888,735.7546001,704.0010114,695.444099,716.8412859,802.6506436,688.4325165,744.5715025,774.2509549,798.5440726,753.3911278,765.1212216,777.8193816,820.4686516,729.4138639,659.3627639,617.81501,611.5704852,629.4939306,748.0529484,781.0833533,771.1032569,778.3295329,815.6739636,885.8269753,950.7525416,784.8730714,838.0095658,709.329912,724.4095607,1096.925993,826.9573316,831.9878104,825.2243385,771.326891,883.9607815,825.955739,780.5201908,755.6867605,683.896229,686.9756977,739.0174475,779.2530806,969.5481674,848.9832043,859.3572864,821.7581516,847.1654897,857.4428212,804.1110859,788.2067604,695.0366769,966.7702659,762.4956156,785.9024875
63,1983,849.2229084,836.0698683,808.4015403,746.7920549,689.5046549,670.5116027,655.6381859,784.9144327,656.717845,769.8853144,781.2590134,808.8044996,766.8912395,768.295031,778.0660895,780.0620687,709.6247338,656.9125604,610.7528392,569.3138395,653.9627311,746.2750716,799.2676446,749.5800435,789.3470079,808.6935645,870.3204619,939.2011864,827.0250454,749.5941808,716.9797909,730.0356555,834.1403514,834.2452937,853.7454817,790.2843785,816.7513218,781.1893193,864.721882,1131.890885,755.6498235,723.4090138,684.5513619,727.0953348,708.4736903,806.7161136,883.0043196,824.5065615,828.8695621,917.0625512,856.0528014,795.7094601,819.0815158,884.224391,670.180639,676.9810751,777.6153542
64,1984,846.8312204,857.3337294,814.5685305,744.6926943,695.6254918,653.2369135,743.85113,901.3326169,662.0978738,732.1417301,782.1217408,783.2135176,740.5848955,765.50055,770.0095898,800.5762477,699.6344486,704.5167742,597.4320057,621.6743003,665.8430357,1186.529253,867.4064424,765.9473031,764.9261144,792.9318864,827.9284101,954.9470046,870.2674277,738.8054903,763.4918052,715.3351359,868.1969834,815.2209716,840.3911629,894.4476611,1010.685941,847.5438402,813.368813,790.6748783,856.6452637,675.0383997,668.4260319,824.1613352,708.9759266,810.8183603,891.3742036,959.0221025,844.4286099,862.4022374,890.160982,819.9741241,799.871969,653.9629262,710.8583463,815.9249196,794.7127018
65,1985,820.1142056,825.4617598,786.443387,753.9539905,695.5449879,674.6888465,712.6608628,846.4947589,658.8171479,743.5736792,781.337128,805.6276779,757.127203,763.0351466,769.4183956,771.4791492,718.3022011,648.4950935,604.4754041,593.1282516,717.1757296,801.7377616,810.2094065,762.2791409,776.9585715,775.6035971,849.0523587,851.7728707,785.8109627,771.3315332,665.9440025,724.4018687,780.5501402,780.7652661,911.7083056,839.3881015,825.098057,819.3307558,839.1167626,788.5613906,771.0940706,673.4686624,736.4647338,728.2475064,758.0150712,871.3140635,810.1074977,855.2785459,876.8048236,896.2138572,863.6004547,783.4658726,758.4243667,676.2031629,681.4122489,706.9729745,768.8225674
66,1986,881.0444977,847.117161,801.0053156,739.4174373,700.4504815,667.1056283,656.7932817,776.9336188,653.5209808,743.9561077,793.2981809,783.5157535,769.8278835,765.0216508,921.0344343,781.0255952,685.6932302,658.3706423,571.2681145,578.0935974,616.0303757,740.2485879,762.9507514,756.0028282,805.4950241,798.9571393,852.3232321,884.8335493,794.9458586,752.1643809,705.593136,710.5627065,815.1329239,1031.696124,884.3081479,850.174414,805.5910254,849.8154727,809.0784566,810.8348626,826.9012921,732.630065,690.1587424,736.5037619,720.9939708,902.6554333,825.2572406,873.2003843,850.0883041,849.3607448,817.8745371,797.0396348,742.7703819,667.5668425,674.2599215,706.3765069,771.8726849
67,1987,860.5593884,811.9738404,809.7669913,737.4178282,690.5853393,637.8810582,655.2006376,782.2503728,659.5067114,750.6806265,771.6092421,789.4703361,743.4524831,743.7280576,752.3235433,761.2917298,687.5201684,715.1948009,557.6334771,588.3341057,655.840828,876.7492026,835.5130525,740.1666498,787.3916502,800.0718271,814.6339966,901.5103295,786.1272333,738.2220916,648.1892535,703.8174749,767.5517274,790.2360029,895.0122965,883.6946074,831.3463943,792.1890333,823.8780795,800.9091379,762.1101508,722.1119827,711.3306078,728.4930897,697.5297797,847.2225384,949.0714599,894.4935248,902.9129196,850.7851768,809.2331608,781.0655989,722.303112,656.5009954,652.3807889,759.6513914,764.7612122
68,1988,870.4451438,813.948506,780.7173919,751.7149964,686.8877636,659.7822704,771.8205204,760.8502119,650.3134701,728.9729886,784.3786921,795.9138367,738.8329259,754.2016374,779.6765814,771.3361174,711.925827,675.1728147,591.4305103,604.3896663,553.3747209,692.7610645,775.6891425,785.1911438,761.7234456,804.645776,813.7803322,981.2428702,745.2810046,704.4053516,673.0868017,792.5095942,759.6206198,822.1352608,935.8927131,804.5026225,787.4088268,837.3583231,794.226635,770.931919,743.7130518,655.9358554,619.8187304,755.221197,684.7013346,1118.896865,789.7862117,823.1521137,847.227243,836.0642907,847.3858941,835.4759376,796.7715141,685.7236251,928.0711805,691.0530146,766.7406803
69,1989,838.3478582,830.7094444,786.2687329,728.1022675,694.1721713,648.9806988,643.9780415,857.6066351,639.2628675,733.3089729,776.0235799,769.5097579,729.6545855,741.1099517,751.6413247,806.8324537,691.4054283,668.624889,581.2134647,532.1528588,649.0252583,624.3269546,751.3332959,783.404615,784.7061522,794.0393271,813.3925294,827.6016633,780.8649889,690.8166017,617.4912629,747.6659383,825.7652229,832.4112111,820.1677587,809.743063,789.2273691,865.4254206,811.0747735,756.5974065,748.6080351,652.5929055,687.6556562,742.3701316,695.9792866,812.4006766,891.8794192,865.1472466,900.9632827,950.8076546,876.2284158,793.0675551,741.2678915,773.748556,622.8005519,707.7315855,755.129208
70,1990,845.6459672,843.6661038,785.585201,728.6553787,694.5706365,679.42507,707.3818553,751.7752115,654.3696831,722.6118073,764.1949982,772.192067,716.8079913,730.1760511,763.3032048,787.5272837,725.6586619,649.2533172,564.0363636,496.8617731,816.2696507,572.8846835,726.0311824,723.6279794,792.0626744,860.1009221,816.1069883,861.514135,752.8424858,693.268876,623.061257,668.6968174,830.5420828,834.03226,838.824356,808.2046255,788.9371364,804.6251988,826.6645429,771.3083745,742.0809359,689.2496872,655.0275779,714.4548305,704.4430281,897.7935624,872.9588263,887.4828451,881.8524263,965.0242084,796.8002955,771.509039,723.3617791,672.6883751,710.4056174,676.5883232,752.7683252
71,1991,833.2116147,803.2463028,788.1687619,730.2950049,696.7627261,655.5471296,628.716748,720.375,667.6307474,728.6535085,770.0037749,773.5235985,744.0084847,757.7122603,710.2516569,761.3111194,632.3356632,653.2356671,717.8447653,747.3193916,762.0736842,686.5033284,710.2289747,720.1976379,751.7067528,767.7437814,814.3795015,790.4855362,754.0128166,627.2249036,631.3994398,697.3241286,804.1543416,839.3543841,854.2668833,855.4580372,821.7261968,785.8456037,812.4027853,763.456206,759.2189882,714.6347941,672.6014593,713.7331264,686.5275966,1353.828205,799.0134046,838.2687834,890.3752222,885.1495621,908.9245627,977.9204525,717.2765666,704.3974827,653.5099351,763.3480612,764.4433402
72,1992,790.0291721,827.6661416,798.5446443,715.4539579,651.452021,576.3278496,628.4316629,1019.519858,582.6,739.1680568,757.5471678,747.172603,686.0266869,682.9541972,912.0183856,727.9140956,602.2642361,575.410221,528.9477756,574.4895288,801.1462141,769.1146818,631.3437758,718.1889438,737.6211488,879.0746154,777.1953572,841.9196623,715.7966984,987.1332639,641.928624,669.4040808,892.9736457,880.5003403,817.4328476,802.1280417,846.0197935,852.2319431,820.2248467,807.7762675,840.3237397,717.7217893,675.5312769,702.8072182,716.049097,949.6874856,826.1060089,893.1809966,911.4556705,855.9322009,829.1097374,987.8268624,815.5198801,714.8329207,683.5856963,753.6018468,765.827955
73,1993,763.9882237,835.10284,788.2435914,719.1850658,682.991756,538.973184,663.3563433,681.6255144,596.7097408,648.5989262,765.84694,791.1643941,722.7312446,729.6991597,644.5131117,658.3344363,569.0156605,537.6501446,662.7711172,684.9958848,492.6067416,739.2344398,654.0906214,702.6806101,753.8568426,773.0575742,790.4412584,790.2657792,609.9967041,553.9428086,725.1955056,579.8834553,774.3659563,766.4084451,807.9906906,814.815318,845.7616017,813.6267187,809.5852496,769.9116162,730.8077356,654.9984362,643.6486772,706.0679316,750.7835665,890.340054,847.1256645,1006.800027,937.3257238,948.6466356,818.8585814,811.8707178,778.8743428,845.5722583,685.8633071,650.3680779,731.4494099
74,1994,854.7290674,798.5203947,765.6676349,735.8746732,717.5994371,588.0331899,542.3941606,686.337364,558.0359212,606.7650185,751.5486261,752.2608772,771.4105534,820.0570497,718.038734,601.0377026,857.1876066,587.4009368,1215.021739,724.0483871,,671.3187391,797.0210035,849.628279,851.5533681,742.9156341,814.5443492,772.5985763,705.2701605,657.9311876,1019.44665,925.3136991,709.7828304,742.1493651,879.0112627,816.9036398,805.5979728,832.6783282,795.624046,799.3618976,732.8272605,663.0914064,1007.631216,819.3116084,710.2224947,991.8834273,813.3825986,858.0314009,834.8138524,1006.152748,860.4742483,982.1076219,717.3995234,693.7763129,709.6020019,687.0750314,780.5164148
75,1995,868.9183673,811.4628747,765.9305005,625.3977517,608.986834,693.2428448,737.7030129,711.2005988,715.779476,602.6639646,744.9699306,763.3605135,766.6590347,821.6361111,863.8126453,711.7752216,829.918435,702.6242718,,,,533.5813953,807.1045198,717.4891697,776.6768226,836.6683567,787.2412033,919.9585674,612.3931943,678.5043478,632.7791165,552.2091131,681.8692771,805.7198691,807.8159336,830.6032643,844.8019735,801.7790648,815.9601747,788.8273486,738.1585242,678.532071,683.9693697,804.6247605,762.3795055,1416.279558,826.1448609,886.9923399,927.7586318,1000.215926,833.1052853,1347.41356,799.4249476,710.017264,770.9545268,668.3163176,781.7417462
76,1996,916.8605664,848.7031802,766.7836013,587.0406705,586.682748,726.321755,652.3210162,764.250996,709.0572246,861.5722131,699.6697203,886.6026242,750.6330814,757.3730985,823.7917889,659.4404642,601.9336842,557.8872483,,,,,842.1668484,805.4030243,725.1750493,773.482118,779.6748092,724.2288562,802.5471944,673.2155525,455,610.0139398,707.4208839,693.3035144,836.5713165,811.4900377,787.0106287,792.1988217,846.8141426,812.7747646,760.7860429,771.6370835,666.5050566,741.1296208,675.858663,850.9574667,775.5571112,1207.795624,865.885696,981.9587734,842.962083,825.0564872,1231.276719,669.3562879,674.5582142,704.3113078,766.9424888
77,1997,884.8767123,876.4753019,661.3977331,585.6566608,574.9758439,947.4080268,776.7219626,1743.652672,707.306,852.3682956,661.8647022,804.8954748,765.7877238,899.534413,883.3679654,725.8431208,967.6742671,1041.526415,,,,,605.9945652,860.1751684,817.6382824,813.7882038,767.3557076,805.4234542,681.7461318,,,1198.839844,741.7279693,667.9305792,854.4093486,793.4407691,820.6365389,806.6655989,820.5128736,763.4943229,775.9136352,653.7316572,743.9528342,712.6932033,749.3472637,886.0468601,838.508144,881.531404,926.2584406,940.8348841,907.3614032,969.464349,885.3046316,799.8264209,666.7981683,1116.410766,832.7019343
78,\N,1528.746419,769.9358491,675.5416193,822.6039169,663.4347195,1774.661231,1734.040943,,3045.666667,764.6499283,672.2768946,858.9542857,1519.619668,1539.923101,,2467.300554,,,,,,,,639.1428571,771.3374126,741.0517241,706.2105544,667.1145799,751.066313,,,481,646.3445596,636.4089681,829.1086904,816.1575994,814.8211525,885.1956957,837.7711134,899.3438655,706.0055314,714.3074434,612.6409006,709.0936683,718.4441006,889.1785669,873.0629267,990.2242769,878.1910883,1322.802988,945.028118,933.5528287,783.042856,739.2271807,688.1147497,719.8414378,959.6042121
